slug,name,geography,url
/conservation-area/local-authority-eng/LBH/CA33,Clapham Road,conservation-area:CA33,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA33
/conservation-area/local-authority-eng/LBH/COA00000200,Clapham Road COA00000200,conservation-area:COA00000200,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000200
,,,
/conservation-area/local-authority-eng/LBH/CA34,Waterloo,conservation-area:CA34,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA34
/conservation-area/local-authority-eng/LBH/COA00000220,Waterloo COA00000220,conservation-area:COA00000220,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000220
,,,
/conservation-area/local-authority-eng/LBH/CA35,The Chase,conservation-area:CA35,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA35
/conservation-area/local-authority-eng/LBH/COA00000214,The Chase COA00000214,conservation-area:COA00000214,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000214
,,,
/conservation-area/local-authority-eng/LBH/CA36,La Retraite,conservation-area:CA36,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA36
/conservation-area/local-authority-eng/LBH/COA00000218,La Retraite COA00000218,conservation-area:COA00000218,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000218
,,,
/conservation-area/local-authority-eng/LBH/CA37,South Lambeth Road,conservation-area:CA37,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA37
/conservation-area/local-authority-eng/LBH/COA00000213,South Lambeth Road COA00000213,conservation-area:COA00000213,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000213
,,,
/conservation-area/local-authority-eng/LBH/CA38,South Bank,conservation-area:CA38,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA38
/conservation-area/local-authority-eng/LBH/COA00000240,South Bank COA00000240,conservation-area:COA00000240,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000240
,,,
/conservation-area/local-authority-eng/LBH/CA39,Brockwell Park,conservation-area:CA39,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA39
/conservation-area/local-authority-eng/LBH/COA00000242,Brockwell Park COA00000242,conservation-area:COA00000242,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000242
,,,
/conservation-area/local-authority-eng/LBH/CA4,Albert Square,conservation-area:CA4,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA4
/conservation-area/local-authority-eng/LBH/COA00000215,Albert Square COA00000215,conservation-area:COA00000215,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000215
,,,
/conservation-area/local-authority-eng/LBH/CA40,Lower Marsh,conservation-area:CA40,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA40
/conservation-area/local-authority-eng/LBH/COA00000237,Lower Marsh COA00000237,conservation-area:COA00000237,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000237
,,,
/conservation-area/local-authority-eng/LBH/CA41,Renfrew Road,conservation-area:CA41,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA41
/conservation-area/local-authority-eng/LBH/COA00000208,Renfrew Road COA00000208,conservation-area:COA00000208,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000208
,,,
/conservation-area/local-authority-eng/LBH/CA42,Stockwell Green,conservation-area:CA42,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA42
/conservation-area/local-authority-eng/LBH/COA00000255,Stockwell Green COA00000255,conservation-area:COA00000255,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000255
,,,
/conservation-area/local-authority-eng/LBH/CA43,Streatham Common,conservation-area:CA43,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA43
/conservation-area/local-authority-eng/LBH/COA00000272,Streatham Common COA00000272,conservation-area:COA00000272,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000272
,,,
/conservation-area/local-authority-eng/LBH/CA44,Telford Park,conservation-area:CA44,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA44
/conservation-area/local-authority-eng/LBH/COA00000233,Telford Park COA00000233,conservation-area:COA00000233,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000233
,,,
/conservation-area/local-authority-eng/LBH/CA45,Lancaster Avenue,conservation-area:CA45,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA45
/conservation-area/local-authority-eng/LBH/COA00000270,Lancaster Avenue COA00000270,conservation-area:COA00000270,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000270
,,,
/conservation-area/local-authority-eng/LBH/CA46,Ferndale Road (Jennings Estate),conservation-area:CA46,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA46
